Nombre,Energia,Proteina,Carbohidratos,Azucares,Lipidos,Sodio,Unidad,Grupo,Peso Neto,,
Leche semidescremada sabor chocolate,182,7,29.1,22.9,4.6,158.4,1,2,240,,
Malteada de chocolate,198,5,32,29,5.8,151.3,1,2,156,,
Malteada de fresa,203,6,34,33.3,5,149.4,1,2,180,,
Malteada de vainilla,192,4,25.4,17.7,8.4,105,1,2,130,,
Queso Petit Suisse,203,9,36,29.3,3.4,0,1,2,225,,
Yoghurt Activia de Ciruela Pasa,206,6,30.9,30.7,6.4,94.7,1,2,200,,
Yoghurt bebible sabor durazno,224,8,40.9,40.6,2.3,99.5,1,2,330,,
Yoghurt bebible sabor fresa,224,8,40.9,40.6,2.3,0.1,1,2,330,,
Yoghurt bebible sabor pina colada,224,8,40.9,0,2.3,99.5,1,2,330,,
Yoghurt de café,180,8,32.8,29.6,2.1,95.3,1,2,180,,
Yoghurt de fruta,201,8,33.9,31.8,3.2,105.9,1,2,180,,
Yoghurt de vainilla,201,8,33.9,30.7,3.2,100.6,1,2,180,,
Yoghurt para beber sabor fruta,216,6,37.5,0,5,81.3,1,2,313,,
Aceite,44,0,0,0,5,0,1,2,5,,
Aceite comestible,44,0,0,0,5,0,1,2,5,,
Aceite de aguacate,44,0,0,0,5,0,1,2,5,,
Aceite de ajonjolí,44,0,0,0,5,0,1,2,5,,
Aceite de algodón,44,0,0,0,5,0,1,2,5,,
Aceite de almendra,44,0,0,0,5,0,1,2,5,,
Aceite de cacahuate,44,0,0,0,5,0,1,2,5,,
Aceite de cacao,44,0,0,0,5,0,1,2,5,,
Aceite de cañóla,44,0,0,0,5,0,1,2,5,,
Aceite de cártamo,44,0,0,0,5,0,1,2,5,,
Aceite de coco,43,0,0,0,5,0,1,2,5,,
Aceite de girasol,44,0,0,0,5,0,1,2,5,,
Aceite de girasol 60 porciento con ácido linoleico,44,0,0,0,5,0,1,2,5,,
Aceite de girasol 70 porciento con ácido aleico,44,0,0,0,5,0,1,2,5,,
Aceite de hígado de bacalao,45,0,0,0,5,0,1,2,5,,
Aceite de maíz,44,0,0,0,5,0,1,2,5,,
Aceite de oliva,44,0,0,0,5,0,1,2,5,,
Aceite de oliva extra virgen,44,0,0,0,5,0,1,2,5,,
Aceite de olivo,44,0,0,0,5,0,1,2,5,,
Aceite de palma,44,0,0,0,5,0,1,2,5,,
Aceite de soya,44,0,0,0,5,0,1,2,5,,
Aceite de soya y algodón,44,0,0,0,5,0,1,2,5,,
Aceite en spray,44,0,0,0,5,0,1,2,5,,
Aceituna negra sin hueso,46,0.3,0.8,0,5,600,1,2,25,,
Aceituna verde con hueso,46,0.3,0.8,0,5.1,604.8,1,2,25,,
Aceituna verde sin hueso,44,0.3,0.8,0,4.8,576,1,2,24,,
Aceitunas rellenas de anchoa,46,0.6,0.8,0,4.5,600,1,2,25,,
Aceitunas rellenas de pimiento,44,0,2.6,0,3.5,306.3,1,2,35,,
Aderezo,32,0,1.4,0,3,236,1,2,30,,
Aderezo blue cheese,38,0.4,0.6,0,3.9,82,1,2,8,,
Aderezo con queso y ajo,33,0,0.2,0,3.8,77.3,1,2,8,,
Aderezo cremoso,38,0.4,0.6,0,3.9,82,1,2,8,,
Aderezo de ciruela pasas,39,0.1,1.1,0,3.9,35.7,1,2,8,,
Aderezo de hierbas finas,31,0.1,0.8,0,3.2,73,1,2,8,,
Aderezo de mayonesa,51,0.1,0.3,0,5.4,41.8,1,2,7,,
Aderezo de miel y mostaza,36,0,1,0,3.6,48.4,1,2,8,,
Aderezo francés,32,0,1.3,0,3.1,102.7,1,2,8,,
Aderezo italiano,35,0.1,0.8,0,3.6,59,1,2,8,,
Aderezo italiano bajo en calorías,32,0,1.4,0,3,236,1,2,30,,
Aderezo italiano cremoso,28,0,0.8,0,2.8,57.5,1,2,8,,
Aderezo italiano cremoso bajo en calorías,40,2,6,0,2.2,560,1,2,60,,
Aderezo jalapeño,33,0.1,0.7,0,3.4,30.4,1,2,8,,
Aderezo mil islas,28,0,1.1,0,2.7,52.5,1,2,8,,
Aderezo ranch,44,0,0.5,0,4.7,69.8,1,2,8,,
Aderezo roquefort,38,0.4,0.6,0,3.9,82,1,2,8,,
Aderezo ruso,37,0.1,0.8,0,3.8,65,1,2,8,,
Aderezo tipo blue cheese,38,0.4,0.6,0,3.9,82,1,2,8,,
Aderezo tipo cesar,33,0.3,0.5,0,3.3,92.5,1,2,8,,
Aderezo tipo francés,32,0,1.3,0,3.1,102.7,1,2,8,,
Aderezo tipo mil islas,28,0,1.1,0,2.7,52.5,1,2,8,,
Aderezo tipo ranch,44,0,0.5,0,4.7,69.8,1,2,8,,
Aderezo vinagreta casera,45,0,0.3,0,5,0,1,2,10,,
Aderezo vinagreta comercial,41,0,2.7,0,3.3,166.7,1,2,20,,
Aguacate California,54,0.7,2.1,0,5.3,3.7,1,2,31,,
Aguacate de pellejo,44,0.5,2,0,4.5,1.4,1,2,36,,
Aguacate florida,60,0.8,4.8,0,4.8,2.6,1,2,54,,
Aguacate hass,54,0.7,2.1,0,5.3,3.7,1,2,31,,
Aguacate mediano,44,0.5,2.3,0,4.1,1.2,1,2,31,,
Aguacate verde,46,0.5,1.5,0,4.6,1,1,2,25,,
Calahua,35,0.5,1.6,0,3.3,9.4,1,2,19,,
Cocada,41,0.7,5.6,0,2.3,13.2,1,2,9,,
Coco,41,0.5,0.9,0,4.3,0,1,2,6,,
Coco de aceite,41,0.5,0.9,0,4.3,0,1,2,6,,
Coco deshidratado,40,0.4,1.5,0,3.9,2.1,1,2,6,,
Coco en hojuelas,44,0.3,4.4,0,3,23.6,1,2,9,,
Coco entero,42,0.5,0.7,0,4.6,3.2,1,2,14,,
Coco fresco,42,0.4,1.8,0,4,2.4,1,2,12,,
Coco rallado,44,0.3,4.2,0,3.1,22.9,1,2,9,,
Coco rallado y endulzado,44,0.3,4.2,0,3.1,22.9,1,2,9,,
Coco seco,44,0.3,4.2,0,3.1,22.9,1,2,9,,
Coco seco y endulzado,44,0.3,4.2,0,3.1,22.9,1,2,9,,
Coquito,41,0.5,0.9,0,4.3,0,1,2,6,,
Crema,43,0,2.1,0,3.2,0,1,2,15,,
Crema 20 porciento grasa (dulce),41,0.6,0.8,0,4.1,8.5,1,2,21,,
Crema 40 porciento grasa (agria),45,0.3,0.4,0,4.8,4.9,1,2,13,,
Crema acida,46,0.7,0.9,0,4.4,10.5,1,2,21,,
Crema agria,44,0.3,0.4,0,4.8,4.9,1,2,13,,
Crema batida,42,0.2,0.3,0,4.4,4.8,1,2,12,,
Crema batida en aerosol,40,0.5,2,0,3.5,20,1,2,15,,
Crema chantilly,42,0.2,0.3,0,4.4,4.8,1,2,12,,
Crema de coco dulce,49,0.3,13.5,0,4.1,9.1,1,2,25,,
Crema de coco natural,50,0.5,1,0,5.2,0.6,1,2,15,,
Crema de leche en polvo,39,3.4,4.9,0,0.6,51.7,1,2,10,,
Crema dulce,36,0.5,0.7,0,3.6,7.5,1,2,19,,
Crema dulce para batir,36,0.5,0.7,0,3.6,7.5,1,2,19,,
Crema entera,41,0.3,0.4,0,4.3,4.7,1,2,14,,
Crema ligera,41,0.3,0.4,0,4.3,4.7,1,2,14,,
Crema natural,43,0,2.1,0,3.2,0,1,2,15,,
Crema para batir,41,0.6,0.8,0,4.1,8.4,1,2,21,,
Crema para café,41,0.3,0.4,0,4.3,4.7,1,2,14,,
Dip,48,1,1.9,0,3.9,154.8,1,2,30,,
Dip de cebolla,48,1,1.9,0,3.9,154.8,1,2,30,,
Dip preparado,48,1,1.9,0,3.9,154.8,1,2,30,,
Dip preparado con crema,48,1,1.9,0,3.9,154.8,1,2,30,,
Grasa de tocino,44,0,0,0,5,0,1,2,5,,
Grasas animales,44,0,0,0,5,0,1,2,5,,
Grasas vegetales para cocinar,44,0,0,0,5,0,1,2,5,,
Guacamole,46,1,2.7,0,3.7,195.7,1,2,28,,
Lardo,45,0,0,0,5,0,1,2,5,,
Manteca de cerdo,39,0,0,0,4.3,0,1,2,4,,
Manteca vegetal,38,0,0,0,4.3,0,1,2,4,,
Mantequilla,47,0.1,0,0,5.3,0.6,1,2,6,,
Mantequilla con sal,47,0.1,0,0,5.3,53.6,1,2,6,,
Mantequilla derretida,36,0,0,0,4.1,0.5,1,2,5,,
Mantequilla sin sal,47,0.1,0,0,5.3,0.6,1,2,6,,
Margarina,39,0,0,0,4.3,0,1,2,4,,
Margarina baja en grasa,42,0,0,0,5,108.3,1,2,11,,
Margarina con sal,47,0.1,0.1,0,5.2,61.2,1,2,6,,
Margarina sin sal,39,0,0,0,4.3,0,1,2,4,,
Mayonesa,34,0.1,0.2,0,3.6,27.8,1,2,5,,
Media crema,40,0.8,1.2,0,3.4,12,1,2,30,,
Pam,44,0,0,0,5,0,1,2,5,,
Praliné,36,0.2,5,0,1.9,4.9,1,2,8,,
Queso crema,46,1,0.4,0,4.6,39,1,2,13,,
Queso crema bajo en grasa,32,1.1,0.3,0,3,51.1,1,2,13,,
Queso crema untable,37,0.7,0.3,0,3.7,31.6,1,2,10,,
Queso Philadelphia,46,1,0.4,0,4.6,39,1,2,13,,
Salsa alfredo,44,0.7,0.8,0,4.3,50.8,1,2,14,,
Salsa holandesa industrializada,44,0.9,2.6,0,3.7,292,1,2,8,,
Salsa tártara industrializada,52,0,2.1,0,5.2,93,1,2,16,,
Salsa tártara sin grasa,36,0,7.3,0,1.5,305.2,1,2,47,,
Salsa velouté,38,0.6,1.1,0,3.4,98.3,1,2,21,,
Tocino,44,0.7,0,0,4.6,54.8,1,2,8,,
Tocino ahumado,44,0.7,0,0,4.6,54.8,1,2,8,,
Tocino en lonja,44,0.7,0,0,4.6,54.8,1,2,8,,
Tocino frito,39,0.6,0,0,4,48,1,2,7,,
Tocino imitación,41,1,0.1,0,3.9,96.7,1,2,10,,
Vinagreta,36,0,0.2,0,4,0,1,2,8,,
Vinagreta baja en calorías,38,0,7.5,0,0,100,1,2,80,,
Vinagreta comercial,46,0,3,0,3.8,187.5,1,2,23,,
Ajonjolí,61,2.7,1,0,5.7,3.9,1,2,10,,
Ajonjolí tostado,75,2.2,3.4,0,6.3,5.1,1,2,13,,
Almendra,66,2.7,0.5,0,6.6,0.5,1,2,12,,
Almendra acaramelada,72,2.2,3.4,0,6,15.9,1,2,12,,
Almendra ahumada,71,2.6,2.1,0,6.4,73.7,1,2,12,,
Almendra deshidratada,71,2.4,2.4,0,6.3,1.3,1,2,12,,
Almendra fileteada,72,2.5,2.2,0,6.5,0,1,2,12,,
Almendra picada,62,2.1,1.8,0,5.2,0,1,2,10,,
Almendra tostada,71,2,3,0,6.3,1.3,1,2,12,,
Almond joy,80,0.7,9.4,0,4.3,23.8,1,2,16,,
Almond joy miniatura,74,0.6,8.8,0,4,22,1,2,15,,
Avellana,72,2.5,2.3,0,6.5,0,1,2,13,,
Avellana picada,71,2.4,2.3,0,6.4,0,1,2,12,,
Avellana salada,72,1.8,1.6,0,7.1,15.6,1,2,11,,
Avellana tostada,75,1.1,2,0,7.5,0.4,1,2,11,,
Cacahuate,73,2.9,2.7,0,6.2,100.6,1,2,12,,
Cacahuate acaramelado,75,3,2.5,0,6.5,57.8,1,2,14,,
Cacahuate cocido,64,2.7,4.3,0,4.4,150,1,2,20,,
Cacahuate con cascara,70,2.8,0.2,0,6,0.6,1,2,12,,
Cacahuate con pepitas,75,2.8,2.4,0,6,144,1,2,12,,
Cacahuate con piel,72,3.4,2.9,0,6.3,50.6,1,2,14,,
Cacahuate enchilado,67,2.9,2.1,0,5.9,79.4,1,2,12,,
Cacahuate japonés,68,2.7,6.3,0,3.6,270,1,2,14,,
Cacahuate picado,74,3,2.7,0,6.2,101.9,1,2,12,,
Cacahuate salado,71,3.2,2.4,0,5.5,34,1,2,12,,
Cacahuate tostado,69,2.8,2.5,0,5.9,96.1,1,2,12,,
Cacahuates confitados,72,1.4,7.1,0,4.3,36.7,1,2,14,,
Cacahuates cubiertos con salsa y limón,72,2.6,5.3,0,4.6,124.7,1,2,13,,
Cacao con cascara,70,1.9,3.3,0,5.9,0.5,1,2,13,,
Cacao pataste,72,2.1,2.6,0,6.5,0.5,1,2,12,,
Cacao sin cascara,67,1.9,2.5,0,5.9,0.5,1,2,12,,
Castaña,62,1.1,13.6,0,0.3,0.6,1,2,17,,
Castaña asada,73,1.4,15.9,0,0.3,1.1,1,2,30,,
Castaña con cascara,67,1.2,14.8,0,0.3,0.7,1,2,18,,
Chía,69,3.5,1.9,0,5.9,12.3,1,2,12,,
Chilorio,64,5,0.7,0,4.7,203.1,1,2,30,,
Chilorio de pavo,64,5,0.7,0,4.7,203.1,1,2,30,,
Chistorra,73,1.7,0.7,0,7,156.8,1,2,15,,
Chorizo,64,3.5,0,0,5.6,11.5,1,2,15,,
Chorizo de pollo,72,5,0.1,0,5.7,302.4,1,2,35,,
Chorizo vegetariano,70,4.1,0.2,0,5.7,0,1,2,15,,
Cocoa,72,6.3,11.8,0,0.6,155.2,1,2,22,,
Coroso,72,0.8,1.6,0,7.5,0,1,2,11,,
Harina de ajonjolí,69,4,3.5,0,4.9,5.6,1,2,13,,
Harina de ajonjolí baja en grasa,67,10.1,7.2,0,0.4,7.9,1,2,20,,
Harina de almendras,66,2.2,2.5,0,5.7,0.8,1,2,11,,
Harina de cacahuate,65,5.1,4.8,0,3.3,0,1,2,15,,
Harina de cacahuate desgrasada,66,10.6,7,0,0.1,36.4,1,2,20,,
Mantequilla de cacahuate,63,2.6,2.3,0,5.3,52,1,2,11,,
Nueces mixtas,74,2,2.6,0,6.8,78.2,1,2,12,,
Nuez,67,0.9,1.3,0,7,0.1,1,2,9,,
Nuez acaramelada,64,1.7,3,0,5.6,38.6,1,2,12,,
Nuez de castilla,67,0.9,1.3,0,7,0.1,1,2,9,,
Nuez de la india con almendras,64,1.9,2.3,0,5.6,35.6,1,2,11,,
Nuez de la india con sal,66,1.9,2.7,0,5.2,32,1,2,11,,
Nuez de la india sin sal en mitades,72,2.1,3.4,0,5.9,0,1,2,12,,
Nuez de la india tostada sin sal,73,1.9,4.2,0,5.9,2.3,1,2,13,,
Nuez de macadamia deshidratada,73,0.9,1.4,0,7.7,0.4,1,2,10,,
Nuez deshidratada,67,0.9,1.3,0,7,0.1,1,2,9,,
Nuez ele la india acaramelada,64,1.7,3,0,5.6,38.6,1,2,12,,
Nuez en mitades,74,1,1.4,0,7.7,0.1,1,2,10,,
Nuez entera,67,0.9,1.3,0,7,0.1,1,2,9,,
Nuez garapiñada,64,1.7,3,0,5.6,38.6,1,2,12,,
Nuez picada,71,1,1.4,0,7.4,0.1,1,2,10,,
Nuez tostada,67,0.9,1.3,0,7,0.1,1,2,9,,
Pasta de almendras,62,1.2,6.5,0,3.8,1.4,1,2,13,,
Pasta de cacahuate,58,2.8,1.7,0,4.9,47.8,1,2,10,,
Pasta de cacahuate desgrasada,43,3,2.8,0,2.5,60.7,1,2,10,,
Paté,69,3.1,0.3,0,6.1,150.9,1,2,22,,
Paté de cerdo,61,1.5,0.6,0,5.8,91.9,1,2,13,,
Paté de Foie Gras,60,1.5,0.6,0,5.7,90.6,1,2,13,,
Paté de ganso,61,1.5,0.6,0,5.8,91.9,1,2,13,,
Paté de hígado de cerdo,61,1.5,0.6,0,5.8,91.9,1,2,13,,
Paté de hígado de ternera,61,1.5,0.6,0,5.8,91.9,1,2,13,,
Paté de pollo,71,4.7,2.4,0,4.6,134.8,1,2,35,,
Paté de ternera,61,1.5,0.6,0,5.8,91.9,1,2,13,,
Pepita limpia,53,3.3,1.4,0,4.3,1.8,1,2,10,,
Pepitas,66,3,2.1,0,5.6,2.1,1,2,12,,
Pepitas con cascara,70,3.5,1.3,0,5.6,520,1,2,13,,
Pepitas de calabaza,66,3.6,1.7,0,5.5,0,1,2,12,,
Pepitas de melón,66,3.3,1.8,0,5.6,11.7,1,2,12,,
Pepitas tostadas,69,4.3,1.8,0,5.5,2.3,1,2,13,,
Pepperoni,72,2.8,0.1,0,6.7,274,1,2,15,,
Piñón,64,1.2,2,0,6.2,7.1,1,2,10,,
Pistache,73,2.6,2.5,0,6.3,86.4,1,2,13,,
Pistache tostado,59,2.1,2.5,0,4.9,0.7,1,2,10,,
Queso de puerco,75,2,0,0,7.4,0,1,2,20,,
Salsa bearnesa industrializada,61,2.3,9.9,0,1.5,564.4,1,2,17,,
Salsa bechamel,66,1.7,4.1,0,4.8,159.5,1,2,45,,
Salsa blanca,66,1.7,4.1,0,4.8,159.5,1,2,45,,
Salsa de ajonjolí,63,2.6,2.3,0,5.3,50.4,1,2,11,,
Salsa de cacahuate,63,2.6,2.3,0,5.3,52,1,2,11,,
Salsa de pimienta verde,72,2.3,6,0,4.4,280.4,1,2,75,,
Salsa de queso,67,3.5,1.8,0,5.1,167.7,1,2,34,,
Salsa pesto,66,3.1,0.9,0,5.5,103.2,1,2,24,,
Selección de botana mexicana,62,2.3,2,0,5,120,1,2,10,,
Semilla de calabaza,61,3.4,1.6,0,5.1,0,1,2,11,,
Semilla de calabaza menuda,65,5.3,3,0,4.1,0,1,2,15,,
Semilla de chía,66,3.3,1.8,0,5.6,11.7,1,2,12,,
Semilla de girasol,69,2.7,2.1,0,6,0.4,1,2,12,,
Semilla de girasol tostada,71,2.4,2.9,0,6,0.4,1,2,12,,
Tocino vegetariano,63,2.3,1.3,0,6,292.5,1,2,20,,
