Nombre,Energia,Proteina,Carbohidratos,Azucares,Lipidos,Sodio,Unidad,Grupo,Peso Neto,,
Pan de muesli,88,2.5,12.2,0,3.4,116,1,3,26,,
Pan tipo muffin con mantequilla,95,1.3,15.2,0,2.9,193,1,3,32,,
Pan tipo muffin de fruta,109,2.2,15.5,9.6,4.9,112,1,3,28,,
Pan tipo muffin de maíz,115,2,19.1,0,3.2,196,1,3,38,,
Pan tipo muffin de manzana,112,2,15.2,7.3,5.3,145.2,1,3,32,,
Pan tipo muffin integral,92,4,15.5,0,2.5,156,1,3,29,,
Panqué,129,1.4,23.9,0,1.7,0,1,3,45,,
Panqué de nata,97,1.1,10.7,0,5.6,65,1,3,23,,
Panquecito cubierto de chocolate,86,1.1,14.2,0,3,80.5,1,3,24,,
Panquecito cubierto de vainilla,119,1.1,20.6,0,3.8,74,1,3,33,,
Panquecito de vainilla,119,1.6,20.6,0,3.8,74,1,3,33,,
Papa congelada para freír,100,1.2,15.6,0,3.8,15,1,3,50,,
Papa hash brown,100,1.1,13.7,0.6,4.9,133.4,1,3,39,,
Papas fritas,100,1.2,9.2,0.9,6.9,118.1,1,3,18,,
Papas fritas a la francesa,112,1.2,10.2,1,7.7,131.2,1,3,20,,
Papas fritas bajas en grasa,105,1.2,13.6,1.1,5.4,89.9,1,3,21,,
Papas fritas con crema ácida y cebolla,98,1.3,9.2,0,6.7,129.6,1,3,18,,
Papas fritas con queso,99,1.1,9.1,0.9,6.7,135.9,1,3,18,,
Papas fritas en juliana,100,1.1,11.9,0,5.6,183.9,1,3,30,,
Papas fritas light,100,1.1,11.9,0,5.6,183.9,1,3,30,,
Papas fritas reducidas en grasa,94,4.1,12.2,0.9,4.8,80.3,1,3,19,,
Papilla de macarrones con pollo,101,1.1,14.6,0,2.9,31.2,1,3,195,,
Pasta de hojaldre,108,1.1,7.6,0,8.2,1.2,1,3,20,,
Pasta hojaldrada,108,1.1,7.6,0,8.2,1.2,1,3,20,,
Pasta quebrada,108,2.1,7.6,0,8.2,1.2,1,3,20,,
Pastel de chocolate,114,0.9,18.4,0,4.4,213.5,1,3,38,,
Pastel de frutas,109,1.3,20.8,14.5,3.1,91,1,3,34,,
Pastel de zanahoria,85,1.3,11.7,0,3.9,88.9,1,3,25,,
Pastel de zanahoria con cubierta de queso crema,120,1,13,0,7.3,67.6,1,3,28,,
Pastelito de chocolate con relleno cremoso,92,1.4,6.4,0,6.4,0,1,3,55,,
Pastellto con relleno cremoso y mermelada,94,2.3,7.1,0,7,91.8,1,3,30,,
Pastitas de mantequilla,110,2,16.3,0,4.3,86.4,1,3,24,,
Pay de calabaza,105,1,13.7,0,4.8,140.8,1,3,50,,
Pay de chocolate,115,0.9,12.7,0,7.3,51.3,1,3,38,,
Pay de fresa,92,0.6,14.4,0,3.7,90,1,3,47,,
Pay de limón con merengue,101,0.8,17.8,0,3.3,55,1,3,38,,
Pay de manzana,99,0.8,14.2,0,4.6,111,1,3,42,,
Pay de manzana congelado,99,1.1,14.2,0,4.6,111,1,3,42,,
Pay de nuez,110,2.7,15.7,0,5.1,116.6,1,3,28,,
Pay de pina,119,1.5,16.1,0,5,105.4,1,3,41,,
Pay de queso,88,1.9,7,0,6.2,57.1,1,3,28,,
Pay de queso con café,93,0.8,12.2,0,4.2,93.4,1,3,28,,
Pay helado de limón,90,2,10.8,7.8,5,60,1,3,33,,
Puré de papa,119,2,17.5,1.5,4.4,332.9,1,3,105,,
Puré de papa preparado,119,1.6,17.5,1.5,4.4,332.9,1,3,105,,
Roles de canela,116,1.8,15.6,0,5.6,108.7,1,3,29,,
Roles de canela con pasas,109,1.6,14.9,0,4.8,112.4,1,3,29,,
Roles de fruta,112,1.6,15,0,5.3,111,1,3,31,,
Salsa gravie de champiñones,106,2.7,11.6,0,5.6,1196.6,1,3,210,,
Salsa gravie de pollo,94,2.3,6.4,0,6.8,687,1,3,119,,
Salsa gravie de res,93,6.6,8.4,0,4.2,982.5,1,3,176,,
Strudel de manzana,98,1.2,14.6,0,4,95.5,1,3,36,,
Tamal de carne,102,3.1,8.8,0,6,70.4,1,3,40,,
Tamal de elote,86,1.1,9.9,0,4.3,234.3,1,3,40,,
Tamal de frijol,103,1.5,9.1,0,7.2,112.9,1,3,40,,
Tamal de queso con rajas,104,2,9.1,0,7.1,130.3,1,3,40,,
Tamal rojo,103,0.9,11,0,6.5,0,1,3,34,,
Tamal verde,103,0.9,11,0,6.5,0,1,3,34,,
Tostada,94,1.5,12.9,0.2,3.7,15,1,3,21,,
Tostada rayada,98,1.6,13.5,0.2,3.9,15.7,1,3,22,,
Tostada tipo Jalisco,98,1.6,13.5,0.2,3.9,15.7,1,3,22,,
Totopos de maíz,101,1.4,12.7,0,5.3,107.1,1,3,20,,
Trenza glaseada,89,0.7,12.9,0,4,74.5,1,3,22,,
Trigo germinado,118,4.5,18.9,0,2.7,176.7,1,3,43,,
Wafle,87,2,13.4,0,2.7,260,1,3,33,,
Wafle con mantequilla,109,2.5,15.5,1.4,4,230,1,3,39,,
Wafle con manzana y canela,110,2.5,16.5,2.5,3.9,225.5,1,3,39,,
Wafle estilo casero,109,2.6,16,1.7,38,240,1,3,39,,
Wafle integral,91,2.6,16,2,3.1,205,1,3,39,,
Wafle miniatura,112,3,16.3,1.3,3.9,258.1,1,3,40,,
Alubia cocida (chica o grande),124,8.7,22.5,0.3,0.3,101.1,1,2,90,,
Alubia cruda (chica o grande),117,8.1,21.1,0.7,0.3,105.4,1,2,35,,
Alubia enlatada guisada,99,6.3,18.3,0.3,0.3,78.7,1,2,86,,
Alubia germinada,125,18.2,17.9,0,2.3,144.4,1,2,380,,
Alverjón o chícharo seco cocido,116,8.2,20.7,2.8,0.4,97,1,2,98,,
Alverjón o chícharo seco crudo,119,8.6,21.1,2.8,0.4,128.1,1,2,35,,
Chícharo germinado cocido,100,7.2,17.5,0,0.5,24.6,1,2,103,,
Frijol germinado cocido,97,8.8,18.6,0,1,127.7,1,2,124,,
Frijol germinado crudo,105,9.6,20.4,0,1.1,156,1,2,156,,
Frijol molido,96,6.4,17.2,0.2,0.4,101.6,1,2,73,,
Frijol promedio cocido,114,7.6,20.4,0.3,0.5,120.4,1,2,86,,
Frijol promedio crudo,119,7.6,21.8,0.7,0.5,123.2,1,2,35,,
Frijoles enteros enlatados,108,6.7,18.6,2.4,0.8,115.2,1,2,128,,
Frijoles refritos caseros o enlatados,95,4.1,11.3,3,4.1,0,1,2,75,,
Gandul,118,6,22.7,0,0.6,0,1,2,34,,
Garbanzo cocido,135,7.3,22.5,4,2.1,138,1,2,82,,
Garbanzo crudo,127,6.8,21.2,3.7,2.2,128.1,1,2,35,,
Garbanzo enlatado,94,3.9,17.9,0,0.9,71.3,1,2,79,,
Haba cocida,94,6.5,16.7,1.5,0.3,106.3,1,2,85,,
Haba cruda,128,9.8,21.9,2.1,0.6,157.9,1,2,38,,
Harina de frijol,110,7.4,19.4,0,0.7,0,1,2,33,,
Harina de garbanzo,117,6.6,18.7,0,2.2,0,1,2,33,,
Harina de haba,114,9.1,19.1,0,0.6,0,1,2,33,,
Harina de lenteja,108,8.1,18.5,0,0.5,80.4,1,2,33,,
Harina de soya,108,9.3,7.8,0,5.1,116.6,1,2,25,,
Harina de soya baja en grasa,114,15.3,9.4,3.1,2.7,181.6,1,2,31,,
Harina de soya sin grasa,101,14,9.9,5.4,1.8,185.5,1,2,28,,
Ibes o haba de lima cocido,105,5.8,20.1,1.4,0.3,110.5,1,2,85,,
Ibes o haba de lima crudo,102,6.2,18.2,1.3,0.8,122.4,1,2,90,,
Lenteja cocida,115,9,20,1.8,0.4,178,1,2,99,,
Lenteja cruda,124,9,21,0.7,0.4,157.9,1,2,35,,
Miso de soya,142,8.2,19.3,0,4.2,105.5,1,2,69,,
Proteína aislada de soya,51,12.1,1.1,0,0.5,116.4,1,2,15,,
Proteína concentrada de soya,66,11.6,6.2,4,0.1,167.8,1,2,20,,
Soya cocida,98,9.4,5.6,1.7,5.1,139.1,1,2,57,,
Soya texturizada,111,13.5,13.6,0,1,226.3,1,2,35,,
Abulón fresco,42,6.8,2.4,0,0.3,120.5,1,2,40,,
Acociles,37,7.4,0.9,0,0.5,0,1,2,35,,
Aguayón,42,6.3,0,0,1.9,18.9,1,2,30,,
Aguayón de res,42,6.3,0,0,1.9,18.9,1,2,30,,
Ahuahutle seco,43,7,0.2,0,0.4,0,1,2,11,,
Alce crudo,36,7.8,0,0,0.3,22.8,1,2,35,,
Almeja chirla,41,7,0.7,0,0.4,18,1,2,50,,
Almeja cruda mediana,43,7.4,1.5,0,0.6,32.8,1,2,58,,
Almeja fresca sin concha,43,7.4,1.5,0,0.6,32.8,1,2,58,,
Alón de pollo sin piel,37,6.4,0,0,1,23.6,1,2,29,,
Anchoa fresca,39,6.1,0,0,1.4,31.1,1,2,30,,
Anillos de calamar,34,5.9,1.2,0,0.5,16.3,1,2,38,,
Armadillo,40,7.1,0,0,1.3,0,1,2,25,,
Arrachera de avestruz,36,8.2,0,0,0.4,32,1,2,40,,
Atún blanco en agua,39,7.3,0,0,0.9,116.1,1,2,31,,
Atún en agua,36,7.9,0,0,0.3,104.1,1,2,31,,
Atún fresco,43,7,0,0,1.5,11.6,1,2,30,,
Atún horneado,37,6,0,0,1.3,10,1,2,20,,
Atún light,36,7.9,0,0,0.3,104.1,1,2,31,,
Bacalao enlatado,37,8,0,0,0.3,76.3,1,2,35,,
Bacalao fresco,37,8,0,0,0.3,24.4,1,2,45,,
Bacalao noruego,38,8.2,0,0,0.3,913.5,1,2,13,,
Bacalao seco,38,8.2,0,0,0.3,913.5,1,2,13,,
Bagre fileteado,38,7,0,0,1.1,24,1,2,40,,
Bagre chihuil,38,7,0,0,1.1,24,1,2,40,,
Bistec,36,7.2,0,0,0.8,18,1,2,30,,
Bistec de res,36,7.2,0,0,0.8,18,1,2,30,,
Bola de ternera,41,7.3,0,0,1.1,22.1,1,2,35,,
Boquerón crudo,41,6.4,0,0,1.7,0,1,2,36,,
Boquilla ronco crudo,31,7.5,0,0,0.1,0,1,2,38,,
Cabeza de pescado,40,8.2,0,0,0.5,25.4,1,2,40,,
Cabrilla,31,7.7,0,0,0,0,1,2,38,,
Cabrito,36,6.8,0,0,0.8,21.5,1,2,25,,
Calamar americano,41,7,1.4,0,0.6,19.6,1,2,45,,
Calamar crudo,41,7,1.4,0,0.6,19.6,1,2,45,,
Calamar fresco entero,41,7,1.4,0,0.6,19.6,1,2,45,,
Calamar fresco limpio,41,7,1.4,0,0.6,19.6,1,2,45,,
Camarón 16-20,42,8.1,0.4,0,0.7,59.3,1,2,40,,
Camarón cocido,34,7.1,0,0,0.4,76.2,1,2,34,,
Camarón crudo mediano,38,7.3,0.3,0,0.6,53.4,1,2,36,,
Camarón de surimi,40,5,3.7,0,0.6,282,1,2,40,,
Camarón enlatado,32,6.5,0,0,0.4,248.6,1,2,32,,
Camarón gigante,42,8.1,0.4,0,0.7,59.3,1,2,40,,
Camarón pacotilla,38,7.3,0.3,0,0.6,53.3,1,2,36,,
Camarón seco,33,7.5,0.5,0,0.2,220.5,1,2,9,,
Camarón seco salado,33,7.5,0.5,0,0.2,220.5,1,2,9,,
Camarón U15,42,8.1,0.4,0,0.7,59.3,1,2,40,,
Cangrejo,37,7.6,0,0,0.4,123,1,2,42,,
Cangrejo cocido,40,8,0,0,0.7,109.7,1,2,39,,
Cangrejo de Alaska,36,7.9,0,0,0.3,359.7,1,2,43,,
Cangrejo de Alaska cocido,32,6.5,0,0,0.5,359.1,1,2,34,,
Cangrejo enlatado,33,6.9,0,0,0.4,112.4,1,2,34,,
Carne de Alce cocida,34,7.3,0,0,0.2,17.3,1,2,25,,
Carne de avestruz,31,7.1,0,0,0.4,28,1,2,35,,
Carne de faisán cruda sin piel,40,7.1,0,0,1.1,11.1,1,2,30,,
Carne de jaiba,39,7,0.4,0,1,40,1,2,40,,
Carne de res seca,43,7.1,0.1,0,1.6,381.8,1,2,11,,
Carne de venado cruda,42,5.9,0,0,1.9,20.3,1,2,27,,
Carne molida de pavo,36,7.4,0,0,0.5,473,1,2,33,,
Carne molida de pollo,36,7.4,0,0,0.5,21.8,1,2,32,,
Carne obscura de pollo cruda,44,7,0,0,1.5,29.8,1,2,35,,
Cazón,42,6.8,0,0,1.4,25.5,1,2,32,,
Cazón fileteado,43,6.9,0,0,1.5,26,1,2,33,,
Cecina,40,6,0.2,0,1.6,275,1,2,25,,
Cecina enchilada,40,6,0.2,0,1.6,275,1,2,25,,
Chambarete de res,42,6.8,0,0,1.6,20,1,2,33,,
Charales frescos,43,6.8,0.3,0,1.6,0,1,2,27,,
Charales secos,38,8.2,0.3,0,0.5,0,1,2,12,,
Chema,32,7.3,0,0,0.3,0,1,2,38,,
Chipirón (calamar) crudo,41,7,1.4,0,0.6,19.6,1,2,45,,
Chuleta ahumada,34,6.1,0.1,0,1,456.8,1,2,34,,
Clara de huevo,32,7.2,0.5,0,0.1,109.6,1,2,66,,
Clara de huevo en polvo,34,7.2,0.7,0,0,113.8,1,2,9,,
Cliambarete,42,6.8,0,0,1.6,20,1,2,33,,
Corazón de pavo cocido,39,6.4,0.2,0,1.4,27,1,2,30,,
Corazón de puerco cocido,37,5.9,0.1,0,1.3,8.7,1,2,25,,
Corazón de puerco crudo,41,6,0.5,0,1.5,19.6,1,2,35,,
Corazón de res cocido,41,7.1,0,0,1.2,14.8,1,2,25,,
Corazón de res crudo,43,6.7,0.1,0,1.5,37.2,1,2,38,,
Corazón de ternera cocido,37,5.8,0,0,1.4,11.6,1,2,20,,
Corazón de ternera crudo,44,6.9,0,0,1.6,30.8,1,2,40,,
Cuete,41,7.3,1.3,0,1.3,25.7,1,2,43,,
Cuete de res,41,7.3,1.3,0,1.3,25.7,1,2,43,,
Empuje,37,7.4,0,0,0.6,19.8,1,2,33,,
Empuje de res,37,7.4,0,0,0.6,19.8,1,2,33,,
Escalopa de res,34,7.2,0,0,0.3,18,1,2,30,,
Escamóles,29,7.2,0,0,0,0,1,2,16,,
Extraviado,34,7.9,0,0,0.3,0,1,2,41,,
Extraviado fileteado,34,7.9,0,0,0.3,0,1,2,41,,
Fajita de pollo sin piel cruda,40,6.8,0,0,1.1,29.3,1,2,33,,
Falda,35,7.4,0,0,0.6,20,1,2,33,,
Falda abierta,35,7.4,0,0,0.6,20,1,2,33,,
Falda de res,35,7.4,0,0,0.6,20,1,2,33,,
Filete de bandera crudo,36,7.5,0,0,0.5,32.4,1,2,40,,
Filete de calamar crudo,41,7,1.4,0,0.6,19.6,1,2,45,,
Filete de cazón crudo,39,6.3,0,0,1.3,23.6,1,2,30,,
Filete de extraviado,34,7.7,0,0,0.3,0,1,2,40,,
Filete de guachinango pargo,35,7.2,0,0,0.5,22.2,1,2,35,,
Filete de huachinango. pargo,35,7.2,0,0,0.5,22.2,1,2,35,,
Filete de lenguado,34,7.5,0,0,0.5,35.1,1,2,45,,
Filete de merluza,34,7.5,0,0,0.5,35.1,1,2,45,,
Filete de mero,34,7.7,0,0,0.3,0,1,2,40,,
Filete de mojarra,40,7.7,0,0,1.1,0,1,2,40,,
Filete de pescado,36,7.5,0,0,0.5,32.4,1,2,40,,
Filete de pescado Blanco del Nilo,36,7.2,0.4,0,0.6,10,1,2,40,,
Filete de res,36,7.2,0,0,0.8,18,1,2,30,,
Filete de robalo,35,7.6,0,0,0.3,27.3,1,2,40,,
Filete de venado,45,7.6,0,0,1.4,32.4,1,2,36,,
Filete miñón,36,7.2,0,0,0.8,18,1,2,30,,
Filete mlgnón,36,7.2,0,0,0.8,18,1,2,30,,
Filete tampiqueña,36,7.2,0,0,0.8,18,1,2,30,,
Gallinita de guinea con piel,39,5.8,0,0,1.6,16.7,1,2,25,,
Gallinita de guinea sin piel,38,7.2,0,0,0.9,23.9,1,2,35,,
Guachinango,36,7.3,0,0,0.5,22.7,1,2,36,,
Guachinango cocido,36,7.4,0,0,0.5,16,1,2,28,,
Guachinango crudo fileteado,35,7.2,0,0,0.5,22.2,1,2,35,,
Gurrubata cruda,41,7.3,0,0,1.3,35.5,1,2,41,,
Halibut cocido,38,7.2,0,0,0.8,18.7,1,2,27,,
Huachinango cocido,36,7.4,0,0,0.5,16,1,2,28,,
Huachinango crudo,36,7.3,0,0,0.5,22.7,1,2,36,,
Huachinango crudo fileteado,35,7.2,0,0,0.5,22.2,1,2,35,,
Huevo cíe iguana,37,7.2,0,0,0.6,0,1,2,58,,
Iguana,35,7.3,0,0,0.3,0,1,2,30,,
Isabelita,30,7.4,0,0,0.1,0,1,2,36,,
Jaiba cocida desmenuzada,39,8.1,0,0,0.6,19.1,1,2,47,,
Jaiba cocida entera,34,7,0,0,0.5,16.6,1,2,40,,
Jaiba cruda,39,7,0.4,0,1,40,1,2,40,,
Jamón ahumado,42,7,0,0,1.6,510,1,2,42,,
Jamón americano,44,6.8,0.8,0,1.5,521.6,1,2,42,,
Jamón bajo en sodio,39,5.9,0.9,0,1.4,300.6,1,2,36,,
Jamón cocido,44,7,0.5,0,1.5,566,1,2,42,,
Jamón horneado,44,6.8,0.8,0,1.5,521.6,1,2,42,,
Jamón Virginia,44,7,0.5,0,1.5,566,1,2,42,,
Jorobado lamparosa,34,7.4,0,0,0.5,0,1,2,36,,
Jugo de almeja,35,7,1.4,0,0.3,3612,1,2,1680,,
Langosta,36,7.5,0.2,0,0.4,118.6,1,2,40,,
Langosta cocida,34,7.2,0.5,0,0.2,133,1,2,35,,
Langostino,34,7.2,0,0,0.6,181.2,1,2,50,,
Lenguado,34,7.5,0,0,0.5,35.1,1,2,45,,
Lenguado fileteado,34,7.5,0,0,0.5,35.1,1,2,45,,
Liebre,44,6.8,0,0,1.6,14,1,2,33,,
Lisa churra cabezuda,40,7,0,0,1.3,28.9,1,2,36,,
Lomo canadiense,45,8,0.1,0,1.4,604.6,1,2,45,,
Lomo de venado,42,7.3,0,0,1.2,32.8,1,2,36,,
Machaca,44,6,0,0,1.2,0,1,2,13,,
Medallón de filete,36,7.2,0,0,0.8,18,1,2,30,,
Medallón de filete de res,40,8,0,0,0.8,20,1,2,33,,
Mejillones sin concha cocidos,43,5.9,1.9,0,1.1,92.4,1,2,25,,
Mejillones sin concha crudos,43,5.9,1.8,0,1.1,141.6,1,2,50,,
Menudencias de pavo,42,6.7,0.5,0,1.3,14.8,1,2,25,,
Menudencias de pollo cocidas,40,6.8,0.1,0,1.1,16.8,1,2,25,,
Menudencias de pollo crudas,43,6.3,0.6,0,1.6,27,1,2,35,,
Merluza,33,7.2,0,0,0.4,33.8,1,2,43,,
Merluza fileteada,34,7.5,0,0,0.5,35.1,1,2,45,,
Mero cocido,35,7.5,0,0,0.4,15.9,1,2,30,,
Mero crudo,34,7.9,0,0,0.3,0,1,2,41,,
Mero crudo fileteado,34,7.7,0,0,0.3,0,1,2,40,,
Milanesa de avestruz,31,7.1,0,0,0.4,0,1,2,35,,
Milanesa de pollo,34,7,0,0,0.5,20.4,1,2,30,,
Milanesa de res,36,7.2,0,0,0.8,18,1,2,30,,
Mojarra cruda fileteada,34,7,0,0,0.6,18.2,1,2,35,,
Mojarra tilapia cruda,35,7.4,0,0,0.6,19.1,1,2,37,,
Molida de pollo,34,7,0,0,0.5,20.4,1,2,30,,
Molida de sirloin,40,6.1,0,0,1.6,13.2,1,2,20,,
Molleja de pollo cocida,37,7.6,0,0,0.7,14,1,2,25,,
Muslo de pollo crudo sin piel,43,7.1,0,0,1.4,31,1,2,36,,
Muslo de pollo sin piel cruda,41,6.8,0,0,1.3,29.7,1,2,34,,
Pancita de res,40,6.2,0,0,1.7,19.7,1,2,43,,
Pargo,37,7.5,0,0,0.7,23.9,1,2,36,,
Pargo fileteado,36,7.4,0,0,0.7,23.5,1,2,35,,
Pata de res,44,6.7,0.6,0,1.6,0,1,2,55,,
Pechuga de pavo,35,7.1,0,0,0.5,451.5,1,2,32,,
Pechuga de pavo ahumada,32,6.7,0.5,0,0.3,402.8,1,2,34,,
Pechuga de pavo ahumada baja en grasa,39,7.3,1.7,0,0.3,535.4,1,2,49,,
Pechuga de pollo a la plancha,40,7.2,0,0,1,16.3,1,2,25,,
Pechuga de pollo ahumada,33,6.9,1.1,0,0.1,452,1,2,42,,
Pechuga de pollo aplanada,40,7.2,0,0,1,16.3,1,2,25,,
Pechuga de pollo asada,40,7.2,0,0,1,16.3,1,2,25,,
Pechuga de pollo cocida,40,7.2,0,0,1,16.3,1,2,25,,
Pechuga de pollo cruda,34,6.9,0,0,0.5,20.2,1,2,30,,
Pechuga de pollo deshuesada cruda .,34,7,0,0,0.5,20.4,1,2,30,,
Pechuga de pollo en brocheta cruda,34,7,0,0,0.5,20.4,1,2,30,,
Pechuga de pollo en fajitas cruda,34,7,0,0,0.5,20.4,1,2,30,,
Pechuga de pollo horneada rebanada,36,7.2,1.4,0,0.2,419.8,1,2,37,,
Pechuga de pollo molida cruda,34,7,0,0,0.5,20.4,1,2,30,,
Pechuga de pollo sin piel,36,7.3,0,0,0.5,21.4,1,2,32,,
Pechuga deshebrada,36,7.4,0,0,0.5,21.8,1,2,32,,
Pechuga desmenuzada,36,7.4,0,0,0.5,21.8,1,2,32,,
Pechuga molida,36,7.4,0,0,0.5,21.8,1,2,32,,
Perca cocida,35,7.4,0,0,0.4,23.6,1,2,30,,
Perca cruda,35,7.4,0,0,0.4,23.9,1,2,38,,
Perca fileteada,34,7.4,0,0,0.4,23.7,1,2,38,,
Pescado blanco ahumado,35,7.5,0,0,0.3,326.1,1,2,32,,
Pescado en trozo,35,7.3,0,0,0.5,31.6,1,2,39,,
Pescado entero,35,7.3,0,0,0.5,31.6,1,2,39,,
Pescado fileteado,36,7.5,0,0,0.5,32.4,1,2,40,,
Pescado rebanado,35,7.3,0,0,0.5,31.6,1,2,39,,
Pescado seco tipo bacalao,34,7.4,0,0,0.3,822.2,1,2,12,,
Pez espada cocido,43,7.1,0,0,1.4,32.3,1,2,28,,
Pez espada crudo,43,7.1,0,0,1.4,32.2,1,2,36,,
Pez espada crudo fileteado,44,7.1,0,0,1.4,32.5,1,2,36,,
Pez espada crudo rebanado,43,7.1,0,0,1.4,32.2,1,2,36,,
Pierna de cordero,43,6.4,0,0,1.7,15.3,1,2,23,,
Pierna de pollo sin piel cruda,39,6.6,0,0,1.2,28.2,1,2,33,,
Pollo cocido,40,7.2,0,0,1,16.3,1,2,25,,
Pollo deshebrado,40,7.2,0,0,1,16.3,1,2,25,,
Pulmón de cerdo,41,6.7,0,0,1.3,73.2,1,2,48,,
Pulpa de jaiba,38,8,0,0,0.6,18.9,1,2,46,,
Pulpo cocido,41,7.5,1.1,0,0.5,115,1,2,25,,
Pulpo crudo,37,6.7,1,0,0.5,103.5,1,2,45,,
Puntas de filete,36,7.2,0,0,0.8,18,1,2,30,,
Puntas de res,36,7.2,0,0,0.8,18,1,2,30,,
Queso cottage,43,6.6,1.7,0,0.9,195,1,2,48,,
Queso cottage 1 porciento grasa,41,7,1.5,0,0.6,229.5,1,2,57,,
Queso cottage 2 porciento grasa,43,6.6,1.7,0,0.9,195,1,2,48,,
Queso cottage bajo en grasa,41,7,1.5,0,0.6,229.5,1,2,57,,
Requesón promedio,43,3.6,0.7,0,2.9,93.6,1,2,24,,
Retazo de pescado crudo,35,7.2,0,0,0.5,22.2,1,2,35,,
Ríñones de carnero crudos,39,6.5,0.3,0,1.2,0,1,2,36,,
Ríñones de cerdo cocidos,42,7.1,0,0,1.3,22.4,1,2,28,,
Ríñones de res cocidos,40,6.8,0,0,1.2,23.5,1,2,25,,
Ríñones de ternera cocidos,41,6.6,0,0,1.4,27.5,1,2,25,,
Roast beef,36,6.6,0.5,0,0.9,328.8,1,2,33,,
Robalo cocido,34,7.3,0,0,0.3,26.1,1,2,30,,
Robalo crudo,33,7.2,0,0,0.3,26.1,1,2,38,,
Robalo fileteado,35,7.6,0,0,0.3,27.3,1,2,40,,
Salmón ahumado,41,6.4,0,0,1.5,274.4,1,2,35,,
Sats orugas,35,7,0,0,0.8,0,1,2,65,,
Surimi,39,6,2.7,0,0.4,56.6,1,2,40,,
Surími imitación camarón,40,4.9,3.7,0,0.6,282,1,2,40,,
Tampiqueña,36,7.2,0,0,0.8,18,1,2,30,,
Tampiqueña de filete,36,7.2,0,0,0.8,18,1,2,30,,
Trucha fresca,42,7.2,0,0,1.2,10.7,1,2,35,,
Venado cocido (carne magra),42,6,0,0,1.8,17.6,1,2,23,,
Venado crudo (carne magra),42,5.9,0,0,1.9,20.3,1,2,27,,
Agujas de res,51,6.8,0,0,2.6,20.9,1,2,33,,
Anchoa con aceite,50,7,0,0,2.3,880.3,1,2,24,,
Anchoas crudas,47,7.3,0,0,1.7,37.4,1,2,36,,
Arenque cocido,51,5.8,0,0,2.9,28.8,1,2,25,,
Arenque fresco crudo,55,6.3,0,0,3.2,31.5,1,2,35,,
Arrachera cruda,49,7.5,0,0,1.9,19.3,1,2,35,,
Arrechera de res,56,8.4,0,0,2.2,17.1,1,2,30,,
Atún blanco en aceite,46,6.6,0,0,2,91.2,1,2,25,,
Atún drenado,49,7.3,0,0,2.1,88.5,1,2,25,,
Atún en aceite,49,7.3,0,0,2.1,70.8,1,2,25,,
Barbacoa,54,7.6,0,0,2.4,30,1,2,40,,
Barbacoa con hueso,51,7.2,0,0,2.3,28.3,1,2,38,,
Bistec de ternera,55,6.9,0,0,2.8,31.5,1,2,35,,
Bonito,51,7.3,0,0,2.2,12.2,1,2,31,,
Bonito en aceite,55,7.3,0,0,2.9,0,1,2,25,,
Bonito fileteado,50,7.2,0,0,2.2,12,1,2,30,,
Cabeza de carnero cocida,55,7,0,0,2.8,37.1,1,2,50,,
Cabeza de cerdo,55,7,0,0,2.8,37.1,1,2,50,,
Calamar frito,61,6.3,2.7,0,2.6,107.1,1,2,35,,
Carne de cerdo,56,7.9,0,0,2.5,32.8,1,2,40,,
Carne de cerdo molida,56,7.9,0,0,2.5,32.8,1,2,40,,
Carne de ganso de crianza,52,7.4,0,0,2.3,28.2,1,2,32,,
Carne de pato de crianza,51,7.1,0,0,2.3,28.9,1,2,39,,
Carne de res,54,6.2,0,0,3,19.5,1,2,30,,
Carne de res molida,54,6.2,0,0,3,19.5,1,2,30,,
Carne de ternera,55,6.9,0,0,2.8,31.5,1,2,35,,
Carne molida,54,6.2,0,0,3,19.5,1,2,30,,
Carne molida de cerdo,56,7.9,0,0,2.5,32.8,1,2,40,,
Carne molida de res,54,6.2,0,0,3,19.5,1,2,30,,
Carne molida especial,54,6.2,0,0,3,19.5,1,2,30,,
Carne promedio,51,5.9,0,0,2.9,18.5,1,2,29,,
Carnero,54,7.6,0,0,2.4,30,1,2,40,,
Carnero con hueso,51,7.2,0,0,2.3,28.3,1,2,38,,
Carpa,51,7.2,0,0,2.3,20,1,2,41,,
Carpa cocida,49,6.8,0,0,2.2,19.1,1,2,30,,
Carpa horneada,49,6.8,0,0,2.2,19.1,1,2,30,,
Cecina,48,7.2,0.2,0,2,330,1,2,30,,
Cecina de cerdo,48,7.2,0.2,0,2,330,1,2,30,,
Cecina enchilada,48,7.2,0.2,0,2,330,1,2,30,,
Chuleta de cerdo,54,7.6,0,0,2.4,31.4,1,2,38,,
Comed beef,54,6.7,0,0,3.1,218.8,1,2,25,,
Comed beef con áspic,46,6.9,0,0,1.8,286.1,1,2,30,,
Conejo,57,7.3,0,0,2.9,15.5,1,2,36,,
Conejo crudo,48,7,0,0,1.9,14.4,1,2,35,,
Conejo de crianza,51,6.5,0,0,2.6,13.8,1,2,32,,
Corazón de borrego,55,7.4,0.2,0,2.5,39.5,1,2,45,,
Corazón de borrego cocido,55,7.4,0.6,0,2.4,18.7,1,2,30,,
Corazón de cordero,55,7.4,0.2,0,2.5,39.5,1,2,45,,
